客户号,probability,label,decision_zone,gray_score,review_reason,fold_std,model_range,missing_ratio,shap_top3_features,shap_top3_values,cf_feature,cf_delta,cf_type,radar_信息完整度,radar_经营活跃度,radar_银企关系,radar_财务稳健性,radar_资质信用,radar_规模体量
58905,0.80067761,1,风险提示,0.3481,高风险抽检,0.0274,0.0109,0.2273,missing_pattern_freq|最新一期年报营收增长率|存款分,-0.3884|-0.3866|-0.2439,存款我行占比,-0.0595,策略调整,28.0,59.1,50.0,20.3,67.5,66.3
58906,0.79469516,1,风险提示,0.3525,高风险抽检,0.0155,0.0287,0.5,结算分|小类_te|基础健康分,-0.4631|-0.2634|0.1918,存款我行占比,-0.1384,策略调整,56.3,56.2,50.0,57.3,56.2,52.6
58907,0.95261111,1,自动通过,0.1197,,0.0166,0.0467,0.0682,基础健康分|是否总行战略客户|结算分,0.3061|0.2762|0.2025,标签_近12个月开票金额,0.0235,核验,60.4,74.1,50.0,78.1,100.0,65.1
58908,0.84884367,1,风险提示,0.3761,高风险抽检,0.0281,0.0995,0.4545,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.354|-0.3244|0.1799,存款我行占比,-0.1861,策略调整,32.5,69.6,50.0,27.0,65.2,57.6
58909,0.51293963,0,自动拒绝,0.2837,,0.0507,0.0877,0.2045,最新一期年报营收增长率|missing_pattern_freq|存款我行占比,-0.3331|-0.3148|-0.3035,职工人数,-0.1333,核验,38.8,65.1,50.0,0.0,70.4,71.6
58910,0.68238429,0,人工复核,0.6786,概率不确定|模型分歧,0.0644,0.1318,0.1364,结算分|基础健康分|存款我行占比,-0.5955|0.5344|-0.3039,存款我行占比,0.1023,策略调整,38.5,54.4,50.0,83.2,47.6,49.7
58911,0.77328197,1,人工复核,0.483,概率不确定,0.0301,0.0548,0.2273,基础健康分|结算分|存款我行占比,0.6379|-0.5044|-0.3126,近12个月收票金额,-0.1286,核验,49.5,42.8,50.0,70.4,41.2,56.3
58912,0.83365468,1,风险提示,0.303,高风险抽检,0.0225,0.0395,0.6136,结算分|存款分|存款我行占比,-0.4932|0.409|0.3098,存款分,-0.2027,策略调整,50.5,60.9,50.0,52.1,57.2,89.1
58913,0.85395261,1,自动通过,0.352,,0.0237,0.0999,0.4545,最新一期年报营收增长率|missing_pattern_freq|小类_te,-0.3243|-0.2869|-0.2542,近12个月收票金额,-0.0306,核验,39.8,74.9,50.0,39.9,70.9,69.6
58914,0.82118539,1,人工复核,0.5073,概率不确定|模型分歧,0.0347,0.1328,0.3636,基础健康分|最新一期年报营收增长率|结算分,0.3293|-0.3171|-0.2537,存款我行占比,-0.1807,策略调整,50.9,59.0,50.0,40.9,100.0,23.6
58915,0.98059218,1,自动通过,0.0164,,0.004,0.003,0.0682,结算分|基础健康分|存款分,0.2919|0.2481|0.2313,近12个月收票金额,-0.0094,核验,84.3,61.3,50.0,84.7,100.0,76.8
58916,0.83295836,1,风险提示,0.3574,高风险抽检,0.0274,0.0649,0.1136,收款对手客户数|存款我行占比|结算分,-0.5615|-0.2829|0.2507,存款我行占比,0.0559,策略调整,58.8,15.7,50.0,100.0,58.2,50.9
58917,0.797048,1,风险提示,0.3946,高风险抽检,0.021,0.0493,0.2955,基础健康分|结算分|missing_pattern_freq,0.679|-0.499|-0.2573,存款分,0.061,策略调整,41.2,52.1,50.0,71.7,50.3,53.7
58918,0.74754016,1,人工复核,0.5194,概率不确定,0.0438,0.0136,0.0682,结算分|存款分|存款我行占比,-0.9139|-0.4183|-0.3862,结算分,0.1732,策略调整,83.9,80.1,50.0,59.2,72.3,80.1
58919,0.77706796,1,人工复核,0.4519,概率不确定,0.0314,0.0371,0.1818,基础健康分|结算分|存款我行占比,-0.4609|-0.3049|0.2131,近12个月收票金额,-0.0372,核验,53.3,80.0,50.0,61.5,89.6,76.1
58920,0.98027965,1,自动通过,0.0191,,0.0018,0.0092,0.0682,是否总行战略客户|基础健康分|小类_te,0.3456|0.2537|0.2287,销售归行率,0.0032,策略调整,83.8,74.6,50.0,100.0,100.0,78.2
58921,0.40391834,0,自动拒绝,0.2077,,0.0485,0.0415,0.25,结算分|基础健康分|收款对手客户数,-0.6531|-0.4304|-0.4255,,0.0,,53.3,17.7,50.0,77.3,44.7,53.6
58922,0.821545,1,风险提示,0.4132,高风险抽检,0.0329,0.0742,0.1136,missing_pattern_freq|结算分|最新一期年报资产负债率,-0.373|0.3326|-0.2244,存款分,-0.0904,策略调整,36.9,45.1,50.0,30.1,39.3,67.9
58923,0.74232516,1,人工复核,0.5698,概率不确定|资料不足,0.0216,0.0838,0.75,结算分|存款我行占比|基础健康分,-0.4128|0.2187|-0.215,基础健康分,0.1288,策略调整,64.3,49.8,50.0,57.7,57.9,85.2
58924,0.94131966,1,自动通过,0.0481,,0.0087,0.0147,0.0455,结算分|存款分|基础健康分,-0.4454|-0.3358|0.2102,结算分,0.0297,策略调整,84.1,68.4,50.0,97.6,88.6,66.5
58925,0.72259316,0,人工复核,0.5331,概率不确定,0.0368,0.0306,0.2955,结算分|基础健康分|最新一期年报资产负债率,-0.6178|0.2|0.1967,存款我行占比,-0.1069,策略调整,51.1,50.5,50.0,89.3,45.7,44.9
58926,0.59402201,0,自动拒绝,0.3172,,0.0361,0.0785,0.1364,最新一期年报营收增长率|基础健康分|missing_pattern_freq,-0.5248|-0.4997|-0.2843,基础健康分,0.135,策略调整,36.4,61.9,50.0,0.0,60.2,49.7
58927,0.87369418,1,自动通过,0.2602,,0.0245,0.0663,0.1591,收款对手客户数|基础健康分|missing_pattern_freq,-0.5051|0.3399|-0.2886,存款我行占比,-0.0721,策略调整,41.1,9.3,50.0,50.0,66.5,62.3
58928,0.84913274,1,自动通过,0.2759,,0.0239,0.0415,0.2727,最新一期年报营收增长率|missing_pattern_freq|小类_te,-0.3621|-0.3106|0.2434,近12个月收票金额,-0.0744,核验,40.4,99.4,50.0,20.5,61.9,47.5
58929,0.9642432,1,自动通过,0.0329,,0.0057,0.0105,0.0682,结算分|基础健康分|存款我行占比,0.332|0.2206|0.1741,结算分,0.0121,策略调整,83.1,57.2,50.0,91.2,87.1,65.3
58930,0.54717428,0,自动拒绝,0.2454,,0.0496,0.0645,0.0682,结算分|基础健康分|存款我行占比,-0.6217|-0.5682|-0.3407,结算分,0.3136,策略调整,77.3,56.3,50.0,60.4,56.3,49.5
58931,0.52955228,0,自动拒绝,0.2215,,0.0496,0.0484,0.1136,结算分|存款我行占比|存款分,-0.9737|-0.4522|-0.4051,结算分,0.3052,策略调整,69.4,53.1,50.0,24.4,78.1,50.7
58932,0.24715609,0,自动拒绝,0.1793,,0.0403,0.0389,0.1136,基础健康分|存款我行占比|最新一期年报财务费用除以刚性负债,-0.7462|-0.4131|-0.3353,,0.0,,44.8,40.2,50.0,0.0,38.3,45.9
58933,0.94830984,1,自动通过,0.0557,,0.0104,0.0164,0.0455,存款分|结算分|存款我行占比,-0.3428|0.3377|0.1581,结算分,0.0111,策略调整,84.6,63.7,50.0,79.5,61.9,63.9
58934,0.90646236,1,自动通过,0.0976,,0.0167,0.0219,0.1591,结算分|missing_pattern_freq|最新一期年报净利率,0.3417|-0.202|-0.1781,销售归行率,0.0245,策略调整,45.5,61.9,50.0,44.6,55.9,66.9
58935,0.93278986,1,自动通过,0.0817,,0.019,0.0165,0.1818,missing_pattern_freq|基础健康分|存款分,-0.2479|0.2447|-0.2414,结算分,-0.0204,策略调整,48.0,76.4,50.0,55.0,90.8,57.5
58936,0.85342107,1,自动通过,0.2526,,0.0201,0.04,0.4773,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.3495|-0.2878|0.1809,存款我行占比,-0.0472,策略调整,40.1,70.8,50.0,45.4,63.6,58.3
58937,0.5104526,0,自动拒绝,0.2818,,0.0611,0.0658,0.0909,结算分|基础健康分|存款分,-1.0004|-0.4094|-0.3769,结算分,0.3371,策略调整,81.3,56.0,50.0,76.5,94.6,54.3
58938,0.91396566,1,自动通过,0.1197,,0.0162,0.0475,0.1136,结算分|基础健康分|missing_pattern_freq,0.2567|0.2358|-0.2293,存款我行占比,-0.0292,策略调整,53.7,50.8,50.0,43.1,58.1,42.2
58939,0.79088546,1,人工复核,0.5421,概率不确定|模型分歧,0.0307,0.1191,0.4091,最新一期年报营收增长率|missing_pattern_freq|小类_te,-0.3937|-0.3765|-0.2749,存款分,-0.1825,策略调整,26.6,64.5,50.0,16.5,65.5,31.2
58940,0.92966086,1,自动通过,0.154,,0.023,0.0567,0.1136,存款分|missing_pattern_freq|基础健康分,0.3801|-0.335|0.2992,存款分,-0.1308,策略调整,35.1,42.4,50.0,52.7,83.4,100.0
58941,0.95892092,1,自动通过,0.0321,,0.0074,0.0066,0.0909,基础健康分|结算分|存款分,0.4814|0.3123|-0.2179,销售归行率,0.0121,策略调整,83.1,76.3,50.0,59.7,74.7,72.6
58942,0.85956186,1,自动通过,0.2829,,0.0444,0.0207,0.3409,最新一期年报营收增长率|missing_pattern_freq|小类_te,-0.3556|-0.3543|-0.2969,最新一期年报资产负债率,-0.0645,策略调整,31.5,65.2,50.0,56.3,100.0,5.1
58943,0.96428887,1,自动通过,0.0288,,0.0086,0.0021,0.0682,基础健康分|结算分|存款分,0.5104|0.32|-0.2389,销售归行率,0.0144,策略调整,80.7,72.6,50.0,77.6,61.9,79.7
58944,0.22697299,0,自动拒绝,0.2494,,0.0384,0.0895,0.3182,结算分|存款我行占比|基础健康分,-0.6687|-0.4654|-0.4653,,0.0,,46.9,22.6,50.0,18.8,36.3,60.3
58945,0.73234536,0,人工复核,0.6036,概率不确定|资料不足,0.0266,0.0836,0.75,结算分|基础健康分|存款我行占比,-0.4331|-0.2224|0.2084,基础健康分,0.1,策略调整,63.1,46.8,50.0,56.8,53.0,92.1
58946,0.9635985,1,自动通过,0.0408,,0.0061,0.015,0.1136,基础健康分|结算分|missing_pattern_freq,0.303|0.2679|-0.1086,职工人数,0.0091,核验,64.5,76.4,50.0,98.4,75.9,56.5
58947,0.83386677,1,自动通过,0.2823,,0.0298,0.0114,0.4773,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.3594|-0.3212|0.2131,存款我行占比,-0.0609,策略调整,35.2,63.9,50.0,51.2,64.1,41.3
58948,0.79998239,1,风险提示,0.3258,高风险抽检,0.0204,0.009,0.6591,结算分|最新一期年报营收增长率|存款分,-0.5102|-0.1965|-0.1956,基础健康分,0.0519,策略调整,63.6,66.7,50.0,52.6,63.5,100.0
58949,0.83644239,1,风险提示,0.3068,高风险抽检,0.023,0.0451,0.1818,基础健康分|missing_pattern_freq|最新一期年报营收增长率,-0.5321|-0.3244|-0.3228,基础健康分,0.0845,策略调整,35.1,63.9,50.0,72.3,82.0,48.9
58950,0.92871172,1,自动通过,0.0563,,0.0147,0.0081,0.1818,结算分|missing_pattern_freq|存款我行占比,0.2275|-0.2226|0.1378,存款我行占比,-0.0296,策略调整,42.7,51.9,50.0,86.2,94.2,100.0
58951,0.89456926,1,自动通过,0.1246,,0.0252,0.0053,0.0682,基础健康分|存款分|最新一期年报财务费用除以刚性负债,0.4221|-0.3472|-0.2983,结算分,0.056,策略调整,86.1,77.3,50.0,61.2,73.4,59.9
58952,0.36269449,0,自动拒绝,0.2548,,0.0421,0.0858,0.0682,结算分|基础健康分|存款我行占比,-0.9012|-0.5236|-0.4527,,0.0,,69.4,76.0,50.0,41.8,45.9,44.4
58953,0.90914642,1,自动通过,0.0613,,0.0136,0.008,0.0682,基础健康分|结算分|存款分,-0.5062|0.299|0.2118,销售归行率,0.0312,策略调整,64.5,47.7,50.0,96.4,70.4,76.9
58954,0.8248782,1,自动通过,0.2864,,0.0252,0.01,0.2273,结算分|存款分|missing_pattern_freq,-0.3388|-0.2572|-0.1825,结算分,0.0636,策略调整,53.9,75.1,50.0,68.2,78.1,47.4
58955,0.94282132,1,自动通过,0.0534,,0.0112,0.0133,0.0909,基础健康分|存款我行占比|missing_pattern_freq,0.3242|0.2436|-0.2373,职工人数,0.0222,核验,51.5,56.9,50.0,60.5,72.4,77.1
58956,0.94115695,1,自动通过,0.0555,,0.0097,0.0175,0.0909,结算分|missing_pattern_freq|基础健康分,0.3615|-0.1937|0.1462,存款分,-0.0222,策略调整,60.1,57.1,50.0,71.7,79.8,65.9
58957,0.74240169,1,人工复核,0.5496,概率不确定,0.0413,0.0311,0.2273,基础健康分|最新一期年报营收增长率|结算分,-0.5219|-0.3672|0.2714,销售归行率,0.059,策略调整,44.1,61.3,50.0,26.1,80.7,72.4
58958,0.63371334,0,自动拒绝,0.4149,,0.0489,0.0593,0.2955,基础健康分|存款分|最新一期年报营收增长率,-0.4638|-0.2691|-0.2658,存款我行占比,-0.0727,策略调整,45.0,63.1,50.0,22.0,72.8,79.8
58959,0.82321096,1,风险提示,0.3655,高风险抽检,0.0286,0.0534,0.2727,结算分|存款分|存款我行占比,-0.2922|-0.2684|-0.2399,近12个月收票金额,-0.0993,核验,48.1,82.1,50.0,55.3,87.9,56.1
58960,0.68760133,0,人工复核,0.5268,概率不确定|资料不足,0.0332,0.0853,0.7273,结算分|基础健康分|存款我行占比,-0.4787|-0.2378|0.1716,基础健康分,0.1403,策略调整,67.7,52.0,50.0,57.6,59.7,41.6
58961,0.61429232,0,人工复核,0.4679,概率不确定|模型分歧,0.0604,0.1002,0.4318,结算分|基础健康分|存款我行占比,-0.6205|-0.5098|-0.2623,近12个月收票金额,-0.2573,核验,50.0,56.3,50.0,74.0,32.0,40.1
58962,0.71976045,0,人工复核,0.725,概率不确定|模型分歧,0.0504,0.1355,0.1591,结算分|基础健康分|收款对手客户数,-0.6727|0.508|-0.4922,职工人数,-0.1549,核验,51.7,11.1,50.0,82.4,49.6,74.0
58963,0.4392625,0,自动拒绝,0.3873,,0.0743,0.1097,0.1818,结算分|基础健康分|存款我行占比,-0.6488|-0.552|-0.347,,0.0,,55.0,44.5,50.0,89.3,40.2,47.9
58964,0.72678373,0,人工复核,0.6107,概率不确定,0.0328,0.0841,0.2955,基础健康分|missing_pattern_freq|最新一期年报营收增长率,-0.3446|-0.3133|-0.307,销售归行率,0.1173,策略调整,38.0,57.7,50.0,17.1,86.0,78.8
58965,0.93791092,1,自动通过,0.0667,,0.0133,0.0178,0.1136,结算分|存款我行占比|missing_pattern_freq,0.2602|0.1677|-0.1246,最新一期年报资产负债率,0.019,策略调整,64.9,76.9,50.0,68.3,85.9,70.4
58966,0.6543822,0,人工复核,0.5504,概率不确定|模型分歧,0.0444,0.128,0.1364,结算分|存款我行占比|存款分,-0.9688|-0.3972|-0.389,结算分,0.2375,策略调整,71.0,55.1,50.0,76.7,56.4,60.9
58967,0.89608416,1,自动通过,0.2492,,0.0288,0.0834,0.2045,missing_pattern_freq|存款分|最新一期年报营收增长率,-0.3408|0.3135|-0.2962,存款分,-0.125,策略调整,33.9,59.7,50.0,70.1,68.2,58.4
58968,0.90563067,1,自动通过,0.0847,,0.0153,0.015,0.1136,结算分|基础健康分|小类_te,-0.4047|-0.2832|0.1832,结算分,0.0494,策略调整,67.8,82.2,50.0,73.5,65.9,64.8
58969,0.7138201,0,人工复核,0.7761,概率不确定|模型分歧,0.0397,0.1998,0.1591,基础健康分|最新一期年报营收增长率|小类_te,-0.4844|-0.3198|-0.3098,存款我行占比,-0.0579,策略调整,40.6,70.8,50.0,25.1,72.7,31.7
58970,0.27867921,0,自动拒绝,0.2105,,0.0191,0.1021,0.2045,结算分|存款我行占比|最新一期年报财务费用除以刚性负债,-0.7935|-0.52|-0.3819,,0.0,,46.3,20.1,50.0,5.9,36.7,55.8
58971,0.92935313,1,自动通过,0.0406,,0.011,0.0051,0.1364,missing_pattern_freq|结算分|小类_te,-0.2441|0.2126|0.1268,存款分,-0.0355,策略调整,46.4,63.3,50.0,97.2,57.2,71.1
58972,0.95514487,1,自动通过,0.0409,,0.0065,0.0142,0.0682,基础健康分|最新一期年报净利率|存款我行占比,0.2949|-0.2446|0.1534,存款分,-0.0123,策略调整,69.2,64.1,50.0,67.4,74.9,72.8
58973,0.93762663,1,自动通过,0.0502,,0.0087,0.0161,0.1364,基础健康分|missing_pattern_freq|结算分,0.6011|-0.2438|0.2317,结算分,0.0133,策略调整,41.8,61.2,50.0,51.8,57.0,65.2
58974,0.65490678,0,人工复核,0.5036,概率不确定,0.0609,0.063,0.0227,结算分|基础健康分|存款分,-0.7483|-0.5829|-0.3059,结算分,0.2712,策略调整,78.4,74.6,50.0,78.9,30.5,51.7
58975,0.85001109,1,自动通过,0.2573,,0.0249,0.0284,0.1818,基础健康分|missing_pattern_freq|存款分,0.3941|-0.34|-0.3275,存款我行占比,-0.0907,策略调整,30.5,67.6,50.0,21.8,73.8,67.7
58976,0.80050211,1,风险提示,0.4294,高风险抽检,0.0321,0.0554,0.6364,结算分|是否总行战略客户|小类_te,-0.4612|0.3318|-0.2727,结算分,0.0461,策略调整,55.2,74.1,50.0,53.1,100.0,68.5
58977,0.67147127,0,自动拒绝,0.4321,,0.0416,0.0293,0.7045,结算分|小类_te|存款分,-0.4539|-0.3179|-0.2402,存款我行占比,-0.0808,策略调整,55.4,42.8,50.0,56.2,45.7,79.9
58978,0.87782442,1,自动通过,0.2091,,0.0207,0.0458,0.0909,基础健康分|最新一期年报营收增长率|missing_pattern_freq,-0.4416|-0.2889|-0.2551,基础健康分,0.0305,策略调整,49.8,69.1,50.0,70.9,63.3,63.0
58979,0.8472767,1,风险提示,0.3119,高风险抽检,0.034,0.0425,0.2727,基础健康分|结算分|最新一期年报营收增长率,-0.2971|-0.2795|-0.2372,近12个月收票金额,-0.0923,核验,55.1,83.9,50.0,41.8,71.1,93.2
58980,0.93199134,1,自动通过,0.0831,,0.0154,0.0245,0.25,基础健康分|结算分|missing_pattern_freq,0.4255|0.3261|-0.2977,销售归行率,0.0177,策略调整,31.5,73.8,50.0,81.6,63.6,48.5
58981,0.9471209,1,自动通过,0.0499,,0.0102,0.0129,0.1591,结算分|存款分|基础健康分,0.3049|-0.2842|0.277,近12个月收票金额,0.0139,核验,50.4,77.6,50.0,98.6,83.1,61.5
58982,0.81668578,1,风险提示,0.3456,高风险抽检,0.0236,0.0404,0.3182,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.3819|-0.3497|0.2357,存款分,-0.0994,策略调整,35.4,76.3,50.0,25.8,58.4,60.4
58983,0.75498906,1,人工复核,0.5897,概率不确定|资料不足,0.0447,0.0697,0.6136,结算分|存款分|是否总行战略客户,-0.4871|-0.2673|0.2599,存款我行占比,-0.0433,策略调整,59.4,65.4,50.0,51.1,100.0,56.1
58984,0.85672785,1,自动通过,0.2381,,0.0226,0.0301,0.3864,missing_pattern_freq|最新一期年报营收增长率|职工人数,-0.3808|-0.3685|-0.1769,存款分,-0.0258,策略调整,27.3,71.6,50.0,31.1,76.8,42.6
58985,0.83948198,1,风险提示,0.3267,高风险抽检,0.0249,0.0592,0.4091,missing_pattern_freq|最新一期年报营收增长率|小类_te,-0.3761|-0.3164|0.1446,存款分,-0.0896,策略调整,29.9,63.9,50.0,29.8,67.8,70.7
58986,0.8887637,1,自动通过,0.1766,,0.0239,0.0342,0.0682,存款分|结算分|最新一期年报财务费用除以刚性负债,-0.3339|0.3165|-0.1703,销售归行率,0.0534,策略调整,61.1,59.5,50.0,46.6,65.2,60.5
58987,0.76423697,1,人工复核,0.5287,概率不确定|资料不足,0.0383,0.0554,0.5909,结算分|存款分|最新一期年报营收增长率,-0.492|-0.2737|-0.1915,销售归行率,0.0778,策略调整,57.9,58.8,50.0,52.3,96.3,100.0
58988,0.78168216,1,风险提示,0.4431,高风险抽检,0.0347,0.0316,0.0682,结算分|存款分|最新一期年报财务费用除以刚性负债,-0.553|-0.389|-0.2202,结算分,0.1377,策略调整,83.6,64.0,50.0,65.6,63.1,53.1
58989,0.66251261,0,人工复核,0.4687,概率不确定|资料不足,0.0308,0.0887,0.75,结算分|小类_te|基础健康分,-0.4528|-0.2815|-0.2503,存款我行占比,-0.0749,策略调整,63.3,45.5,50.0,56.6,52.4,68.2
58990,0.69131812,0,人工复核,0.6204,概率不确定|模型分歧,0.0259,0.1568,0.1364,结算分|存款我行占比|最新一期年报营收增长率,-0.6527|-0.4391|-0.3092,存款我行占比,0.1404,策略调整,57.2,88.5,50.0,26.9,95.5,79.9
58991,0.30643304,0,自动拒绝,0.3604,,0.0596,0.121,0.1818,结算分|基础健康分|存款我行占比,-0.8049|-0.4763|-0.4344,,0.0,,60.3,46.3,50.0,51.9,32.0,44.5
58992,0.62347538,0,人工复核,0.4862,概率不确定|模型分歧,0.0541,0.1115,0.1136,结算分|存款我行占比|存款分,-1.012|-0.4165|-0.3973,结算分,0.2322,策略调整,83.5,78.5,50.0,46.2,40.6,61.0
58993,0.97284049,1,自动通过,0.0256,,0.0063,0.0045,0.1364,基础健康分|结算分|missing_pattern_freq,0.3912|0.2841|-0.2143,存款分,-0.0276,策略调整,45.9,77.8,50.0,97.8,85.9,61.8
58994,0.48410407,0,自动拒绝,0.214,,0.0333,0.0761,0.3182,结算分|基础健康分|存款我行占比,-0.6972|-0.4633|-0.2639,基础健康分,0.1414,策略调整,48.7,35.1,50.0,80.7,34.6,87.1
58995,0.92013216,1,自动通过,0.0669,,0.0138,0.017,0.0455,基础健康分|存款分|结算分,-0.3842|-0.2853|0.2527,基础健康分,0.0421,策略调整,86.2,79.4,50.0,69.5,68.8,86.7
58996,0.89581877,1,自动通过,0.1588,,0.024,0.0325,0.1364,结算分|missing_pattern_freq|小类_te,0.2709|-0.1841|0.1432,近12个月收票金额,0.0489,核验,53.1,50.5,50.0,76.0,59.8,54.5
58997,0.80252782,1,人工复核,0.5341,概率不确定|模型分歧,0.0266,0.1391,0.25,基础健康分|missing_pattern_freq|结算分,0.6726|-0.2763|-0.2527,基础健康分,-0.0673,策略调整,38.2,36.3,50.0,94.9,23.5,66.5
58998,0.78298716,1,人工复核,0.5639,概率不确定,0.0462,0.091,0.4091,最新一期年报营收增长率|missing_pattern_freq|存款分,-0.3701|-0.3341|-0.2303,近12个月收票金额,-0.0788,核验,36.9,70.4,50.0,23.6,75.7,52.2
58999,0.4084015,0,自动拒绝,0.1712,,0.0413,0.0315,0.1818,结算分|存款我行占比|存款分,-0.7968|-0.4224|-0.347,,0.0,,36.8,38.8,50.0,42.7,57.5,57.7
59000,0.95637825,1,自动通过,0.065,,0.0082,0.027,0.1364,结算分|存款我行占比|基础健康分,-0.2826|0.1247|0.111,基础健康分,-0.0207,策略调整,62.7,82.0,50.0,100.0,94.6,75.5
59001,0.9355962,1,自动通过,0.0731,,0.0104,0.0279,0.0455,小类_te|基础健康分|结算分,-0.3164|0.2845|0.2828,销售归行率,0.0163,策略调整,52.5,64.3,50.0,88.1,62.1,79.2
59002,0.7089349,0,人工复核,0.627,概率不确定|模型分歧,0.0435,0.1001,0.1136,基础健康分|存款我行占比|结算分,-0.6638|-0.4157|0.3798,基础健康分,0.1489,策略调整,65.5,58.6,50.0,77.9,75.8,54.3
59003,0.49417145,0,自动拒绝,0.22,,0.0598,0.0271,0.1818,结算分|基础健康分|存款我行占比,-0.7299|-0.4493|-0.3925,结算分,0.2968,策略调整,55.1,54.0,50.0,86.0,59.7,54.2
59004,0.86636636,1,自动通过,0.2122,,0.0217,0.029,0.1136,存款分|结算分|missing_pattern_freq,-0.3024|0.2424|-0.2278,存款我行占比,-0.0184,策略调整,51.1,67.9,50.0,55.8,59.7,55.3
59005,0.64466442,0,人工复核,0.5078,概率不确定|模型分歧,0.0504,0.102,0.1818,基础健康分|存款我行占比|结算分,-0.5012|-0.2754|-0.2338,基础健康分,0.1899,策略调整,50.3,64.1,50.0,90.1,42.8,41.6
59006,0.70016475,0,人工复核,0.5531,概率不确定,0.0664,0.0179,0.0909,基础健康分|结算分|存款分,-0.499|-0.4269|-0.3165,结算分,0.1158,策略调整,67.5,64.2,50.0,73.9,88.6,52.9
59007,0.3036297,0,自动拒绝,0.2185,,0.037,0.0718,0.2273,结算分|存款我行占比|missing_pattern_freq,-0.7281|-0.4443|-0.2502,,0.0,,38.3,27.1,50.0,40.5,27.5,55.9
59008,0.84412225,1,自动通过,0.2718,,0.0244,0.0303,0.1136,存款我行占比|结算分|存款分,-0.3393|0.3303|-0.2199,存款我行占比,0.0635,策略调整,69.0,64.0,50.0,71.5,48.6,50.4
59009,0.56006982,0,自动拒绝,0.3574,,0.054,0.1198,0.2045,结算分|基础健康分|存款我行占比,-0.654|-0.485|-0.3836,基础健康分,0.1995,策略调整,61.2,44.8,50.0,83.1,37.8,72.0
59010,0.97002869,1,自动通过,0.0286,,0.0068,0.0055,0.0682,基础健康分|结算分|是否总行战略客户,0.5132|0.2744|0.1983,职工人数,0.0103,核验,82.6,56.2,50.0,45.1,100.0,64.1
59011,0.5592061,0,自动拒绝,0.2012,,0.0508,0.0233,0.2273,结算分|基础健康分|存款我行占比,-0.6503|-0.4683|-0.4333,结算分,0.2231,策略调整,54.4,57.4,50.0,63.6,69.3,69.4
59012,0.43848095,0,自动拒绝,0.2353,,0.0543,0.0483,0.1364,基础健康分|最新一期年报财务费用除以刚性负债|存款我行占比,-0.382|-0.3594|-0.3031,,0.0,,44.8,43.4,50.0,44.1,6.0,43.1
59013,0.51550907,0,自动拒绝,0.26,,0.0365,0.1003,0.1591,结算分|基础健康分|收款对手客户数,-0.8109|-0.4942|-0.432,结算分,0.2484,策略调整,63.1,33.1,50.0,79.8,54.6,49.5
59014,0.88525879,1,自动通过,0.2004,,0.0235,0.0454,0.0909,基础健康分|存款分|结算分,0.5175|-0.3536|0.3249,基础健康分,-0.0376,策略调整,66.4,82.2,50.0,81.0,47.9,55.8
59015,0.91099889,1,自动通过,0.1329,,0.0169,0.0518,0.1364,结算分|missing_pattern_freq|存款我行占比,0.2764|-0.2471|0.2157,销售归行率,0.0221,策略调整,41.6,73.3,50.0,48.1,50.6,51.7
59016,0.89449992,1,自动通过,0.193,,0.0219,0.0575,0.2273,存款分|missing_pattern_freq|结算分,0.351|-0.2901|0.2854,存款分,-0.0808,策略调整,37.9,59.0,50.0,53.1,62.1,70.7
59017,0.76525484,1,人工复核,0.6348,概率不确定,0.0538,0.0967,0.2727,结算分|存款我行占比|小类_te,-0.6694|-0.3662|0.2764,近12个月收票金额,-0.177,核验,55.6,88.2,50.0,30.1,62.3,53.2
59018,0.80048193,1,人工复核,0.4769,概率不确定,0.0414,0.0685,0.2955,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.4286|-0.3645|0.1942,最新一期年报经营活动产生的现金流量净额,-0.1245,策略调整,33.3,70.6,50.0,16.2,69.6,51.6
59019,0.84480456,1,自动通过,0.2637,,0.0306,0.0136,0.1364,基础健康分|结算分|销售归行率,-0.5504|0.2237|-0.1621,基础健康分,0.0557,策略调整,61.1,69.9,50.0,73.4,78.7,46.5
59020,0.95516015,1,自动通过,0.0251,,0.0044,0.008,0.0682,结算分|存款我行占比|近12个月收票金额,0.222|0.1335|0.114,存款分,-0.0111,策略调整,85.3,87.7,50.0,70.3,60.9,64.8
59021,0.71776632,0,人工复核,0.6186,概率不确定,0.0747,0.0188,0.1136,结算分|存款分|存款我行占比,-0.4429|-0.4293|-0.3334,结算分,0.1495,策略调整,60.3,74.2,50.0,11.4,84.0,70.7
59022,0.56296063,0,自动拒绝,0.4071,,0.076,0.1046,0.0909,结算分|基础健康分|存款分,-0.7724|-0.6957|-0.2479,基础健康分,0.1962,策略调整,62.6,79.4,50.0,57.8,74.7,86.8
59023,0.74989719,1,人工复核,0.59,概率不确定,0.0441,0.0635,0.2045,基础健康分|存款分|最新一期年报财务费用除以刚性负债,0.3145|-0.2283|-0.2278,近12个月收票金额,-0.0913,核验,45.5,28.2,50.0,71.5,36.6,60.1
